uniprot_A,uniprot_B,Entry_name_A,Entry_name_B,Gene_A,Gene_B,org_A,org_B,interaction_type,V1,V2
P0C739,P08195,bnl2a_ebvb9,4f2_human,bnl2a_ebvb9,SLC3A2,ebvb9,human,association;,1,0
P06429,P05549,ve7_hpv33,ap2a_human,E7,TFAP2A,hpv33,human,physical association;,1,0
P33469,P39019,ncap_cvhoc,rs19_human,N,RPS19,HCoV-OC43,human,association;,1,0
Q9Q2G4,Q07820,q9q2g4_9hiv1,mcl1_human,ORF,MCL1,9hiv1,human,association;,2,0
Q0HD54,Q16777,ns1_i40a0,h2a2c_human,NS,H2AC20,i40a0,human,association;,1,0
P06429,Q9H9D4,ve7_hpv33,zn408_human,E7,ZNF408,hpv33,human,physical association;,1,2
I6T1Z2,O60812,i6t1z2_i68a0,hnrc1_human,NS1,HNRNPCL1,i68a0,human,association;,1,0
P36780,Q86VP1,ve2_hpv09,taxb1_human,E2,TAX1BP1,Human papillomavirus type 9,human,physical association;,1,1
P03428,Q99417,pb2_i34a1,mycbp_human,PB2,MYCBP,i34a1,human,association;,2,0
Q9H4A4,P08563,ampb_human,p08563-pro_0000041303,RNPEP,p110,human,rubvm,physical association;,1,0
P0DTD3,Q9BUQ8,y14_sars2,ddx23_human,y14_sars2,DDX23,SARS-CoV-2,human,association;,1,0
P17535,Q9DGW5,jund_human,meq_gahvm,JUND,MDV005,human,gahvm,direct interaction;,1,0
P0CK56,O15027,ul92_ebvb9,sc16a_human,ul92_ebvb9,SEC16A,ebvb9,human,association;,1,0
P0DTC5,O95347,vme1_sars2,smc2_human,vme1_sars2,SMC2,SARS-CoV-2,human,association;,1,0
P0DOE9,P24863,ns1_hrsva,ccnc_human,1C,CCNC,hrsva,human,association;,2,0
Q2MG95,Q9UHC7,q2mg95_ebvb9,mkrn1_human,BVLF1,MKRN1,ebvb9,human,association;,1,0
P04326,O60563,tat_hv112,ccnt1_human,tat,CCNT1,hv112,human,physical association;,2,0
P0DOE9,O00264,ns1_hrsva,pgrc1_human,1C,PGRMC1,hrsva,human,association;,1,0
P06792,Q14332,ve5_hpv18,fzd2_human,E5,FZD2,hpv18,human,association;,1,0
P03118,Q96BJ3,ve2_hpv1,aida_human,E2,AIDA,hpv1a,human,physical association;,2,0
Q6TVJ1,P62877,Q6TVJ1,rbx1_human,Q6TVJ1,RBX1,orfsa,human,association;,1,0
P0DOE9,Q3ZCQ8,ns1_hrsva,tim50_human,1C,TIMM50,hrsva,human,association;,1,0
P35256,Q05639,vp24_mabvm,ef1a2_human,VP24,EEF1A2,mabvm,human,association;,1,0
P88991,Q9ULT8,p88991_mhv68,hecd1_human,BQRF1,HECTD1,mhv68,human,physical association;,1,0
P0DOE9,Q8WVM8,ns1_hrsva,scfd1_human,1C,SCFD1,hrsva,human,association;,1,0
P0CK56,O60762,ul92_ebvb9,dpm1_human,ul92_ebvb9,DPM1,ebvb9,human,association;,1,0
Q99IB8,Q9HD23,Q99IB8,mrs2_human,Q99IB8,MRS2,hcvjf,human,association;,1,1
Q67020,Q9Y224,q67020_9infa,rtraf_human,PA,RTRAF,influenza a virus (a/wsn/1933(h1n1)),human,physical association;,3,0
P06461,Q8IY17,P06461,plpl6_human,P06461,PNPLA6,hpv6b,human,association;,1,1
Q0HD54,P16989,ns1_i40a0,ybox3_human,NS,YBX3,i40a0,human,association;,1,0
A0A142I5B9,Q00341,A0A142I5B9,vigln_human,A0A142I5B9,HDLBP,ZIKVK,human,association;,1,0
P35869,P12977,ahr_human,ebna3_ebvb9,AHR,EBNA3,human,ebvb9,colocalization;physical association;,2,2
P03246,P05023,e1bs_ade05,at1a1_human,e1bs_ade05,ATP1A1,ade05,human,association;,1,0
O41969,P63279,o41969_mhv68,ubc9_human,o41969_mhv68,UBE2I,mhv68,human,physical association;,1,0
A0A142I5B9,Q5T653,A0A142I5B9,rm02_human,A0A142I5B9,MRPL2,ZIKVK,human,association;,1,0
Q2PRM9,P28749,Q2PRM9,rbl1_human,Q2PRM9,RBL1,povbk,human,association;,1,0
P03496,Q8WYJ6,ns1_i34a1,sept1_human,NS,SEPTIN1,i34a1,human,physical association;,1,1
P03431,P10644,rdrp_i34a1,kap0_human,PB1,PRKAR1A,i34a1,human,association;,4,0
P06428,Q9P0T4,ve6_hpv08,zn581_human,E6,ZNF581,hpv08,human,physical association;,1,1
O56264,O00425,ns1_i97a1,if2b3_human,NS,IGF2BP3,i97a1,human,association;,1,0
P27958,Q562R1,P27958,actbl_human,P27958,ACTBL2,hcvh,human,association;,1,0
P0DTD1,Q04724,p0dtd1-pro_0000449630,tle1_human,rep,TLE1,SARS-CoV-2,human,association;,1,0
P06428,A8K8P3,ve6_hpv08,sfi1_human,E6,SFI1,hpv08,human,physical association;,1,1
P06428,Q9HBI0,ve6_hpv08,parvg_human,E6,PARVG,hpv08,human,physical association;,1,1
P19712,P23396,P19712,rs3_human,P19712,RPS3,CSFV,human,association;,2,1
O92551,Q9Y6X2,ns1_i56a3,pias3_human,NS,PIAS3,strain a/equine/prague/1/1956 h7n7,human,physical association;,1,1
P03427,D3DTH7,pb2_i33a0,d3dth7_human,PB2,MYO1C,i33a0,human,association;,1,0
Q0HD54,Q6FI13,ns1_i40a0,h2a2a_human,NS,H2AC19,i40a0,human,association;,1,0
P69901,O15260,P69901,surf4_human,P69901,SURF4,hpv11,human,association;,1,0
P06430,Q9Y6N9,ve7_hpv08,ush1c_human,E7,USH1C,hpv08,human,physical association;,1,1
P06460,P16615,P06460,at2a2_human,P06460,ATP2A2,hpv6b,human,association;,1,0
Q5U8Y3,A7E2V4,Q5U8Y3,zswm8_human,Q5U8Y3,ZSWIM8,classical swine fever virus,human,association;,1,0
Q33E94,P14079,rfx4_human,tax_htl1c,RFX4,tax,human,htl1c,physical association;,2,0
Q9WMX2,P14543,Q9WMX2,nid1_human,Q9WMX2,NID1,hcvco,human,physical association;,1,2
O60885,P03120,brd4_human,ve2_hpv16,BRD4,E2,human,hpv16,physical association;,2,5
P13285,O00308,lmp2_ebvb9,wwp2_human,LMP2,WWP2,ebvb9,human,association;,1,0
P0C6X7,Q8TD31,p0c6x7-pro_0000037318,cchcr_human,rep,CCHCR1,sars-cov,human,physical association;,1,0
Q20MH3,P15822,q20mh3_i33a0,zep1_human,NS1,HIVEP1,i33a0,human,physical association;,1,0
I6TAH8,Q8NC60,i6tah8_i68a0,noa1_human,NP,NOA1,i68a0,human,association;,2,0
Q20MH3,O14907,q20mh3_i33a0,tx1b3_human,NS1,TAX1BP3,i33a0,human,physical association;,1,0
Q20MH4,Q8N4C6,q20mh4_i33a0,nin_human,NS2,NIN,i33a0,human,physical association;,1,0
P29846,P11142,P29846,hsp7c_human,P29846,HSPA8,hcvtw,human,association;,2,0
P24830,P04637,ve2_hpv39,p53_human,E2,TP53,Human papillomavirus type 39,human,physical association;,2,1
Q1K9E3,Q93062,rdrp_i72a2,rbpms_human,PB1,RBPMS,i72a2,human,physical association;,1,0
P0DTD1,Q92615,p0dtd1-pro_0000449629,lar4b_human,rep,LARP4B,SARS-CoV-2,human,association;,2,0
Q9Q2G4,Q5T4S7,q9q2g4_9hiv1,ubr4_human,ORF,UBR4,9hiv1,human,association;,1,0
A0A142I5B9,P08195,A0A142I5B9,4f2_human,A0A142I5B9,SLC3A2,ZIKVK,human,association;,1,0
C5E524,O15371,c5e524_9infa,eif3d_human,NS1,EIF3D,A/New York/1682/2009(H1N1),human,association;,1,0
Q99IB8,Q8NBS9,Q99IB8,txnd5_human,Q99IB8,TXNDC5,hcvjf,human,association;,5,2
P06792,Q9BWM7,ve5_hpv18,sfxn3_human,E5,SFXN3,hpv18,human,association;,1,1
Q8WUA7,P03300,tb22a_human,P03300,TBC1D22A,P03300,human,pol1m,association;,2,0
O43927,P0DSV7,cxl13_human,crmb_var67,CXCL13,CRMB,human,varv,direct interaction;,1,0
P03118,Q16236,ve2_hpv1,nf2l2_human,E2,NFE2L2,hpv1a,human,physical association;,1,0
Q5XG79,Q9WMX2,q5xg79_human,Q9WMX2,AGRN,Q9WMX2,human,hcvco,physical association;,1,0
Q77M19,Q9BQT8,q77m19_measw,odc_human,P,SLC25A21,measw,human,association;,1,0
P0DTD1,Q96CW1,p0dtd1-pro_0000449628,ap2m1_human,rep,AP2M1,SARS-CoV-2,human,association;,1,0
P02794,P27958,frih_human,P27958,FTH1,P27958,human,hcvh,physical association;,1,0
P33469,P09651,ncap_cvhoc,roa1_human,N,HNRNPA1,HCoV-OC43,human,association;,1,0
A6NCC3,P29991,gog8o_human,P29991,GOLGA8O,P29991,human,den27,physical association;,2,0
O56264,Q14103,ns1_i97a1,hnrpd_human,NS,HNRNPD,i97a1,human,association;,1,0
P0DOE9,Q9BXW9,ns1_hrsva,facd2_human,1C,FANCD2,hrsva,human,association;,1,0
Q69117,P07814,q69117_ebvg,syep_human,BFRF1A,EPRS1,ebvg,human,association;,1,0
Q05322,P08708,vp24_ebozm,rs17_human,VP24,RPS17,ebozm,human,association;,1,1
P0C6X7,P51948,p0c6x7-pro_0000037318,mat1_human,rep,MNAT1,sars-cov,human,physical association;,1,0
Q6PNE5,O14654,q6pne5_9infa,irs4_human,NS,IRS4,h5n1-thailand,human,association;,1,0
P0CK58,P98194,balf1_ebvb9,at2c1_human,balf1_ebvb9,ATP2C1,ebvb9,human,association;,1,0
P06428,Q96HB5,ve6_hpv08,cc120_human,E6,CCDC120,hpv08,human,physical association;,1,0
P88993,Q15643,p88993_mhv68,tripb_human,BKLF1,TRIP11,mhv68,human,physical association;,1,1
A0A142I5B9,Q8WXD5,A0A142I5B9,gemi6_human,A0A142I5B9,GEMIN6,ZIKVK,human,association;,1,0
I6TAH8,O60684,i6tah8_i68a0,ima7_human,NP,KPNA6,i68a0,human,association;,3,0
P03122,Q00403,ve2_bpv1,tf2b_human,E2,GTF2B,bpv1,human,direct interaction;,3,4
P36313,Q71UM5,icp34_hhv11,rs27l_human,ICP34.5,RPS27L,hhv11,human,association;,1,0
P23057,Q96KK5,v_pi2ht,h2a1h_human,P/V,H2AC12,pi2ht,human,association;,1,0
O56264,O75569,ns1_i97a1,prkra_human,NS,PRKRA,i97a1,human,association;,1,0
P90495,Q6PEY2,mir1_hhv8p,tba3e_human,K3,TUBA3E,hhv8p,human,association;,1,0
Q9WMX2,Q15166,Q9WMX2,pon3_human,Q9WMX2,PON3,hcvco,human,physical association;,1,0
C5E519,O14828,c5e519_9infa,scam3_human,M2,SCAMP3,A/New York/1682/2009(H1N1),human,association;,2,0
Q82506,P52948,ns1_i33a0,nup98_human,NS,NUP98,i33a0,human,association;,1,0
Q9WPI5,P35637,q9wpi5_9infa,fus_human,NS1,FUS,influenza a virus (a/texas/36/1991(h1n1)),human,association;,1,0
Q77UU1,Q99698,q77uu1_9papi,lyst_human,E2,LYST,human papillomavirus type 6,human,physical association;,1,0
P12792,P49770,nss_sfsv,ei2bb_human,NSS,EIF2B2,sfsv,human,association;,1,0
P68978,P53618,e3gl_ade02,copb_human,GP19K,COPB1,ade02,human,association;,1,0
P03496,P40926,ns1_i34a1,mdhm_human,NS,MDH2,i34a1,human,association;,1,0
Q9DUG7,P02751,Q9DUG7,finc_human,Q9DUG7,FN1,jcpyv,human,association;,1,0
P03225,P23458,bdlf2_ebvb9,jak1_human,bdlf2_ebvb9,JAK1,ebvb9,human,association;,1,0
Q2MG95,P62191,q2mg95_ebvb9,prs4_human,BVLF1,PSMC1,ebvb9,human,association;,1,0
Q9NSC5,P0CK53,home3_human,cep2_ebvb9,HOMER3,cep2_ebvb9,human,ebvb9,physical association;,1,0
P03428,A0FGR8,pb2_i34a1,esyt2_human,PB2,ESYT2,i34a1,human,association;,1,0
A0A142I5B9,P31689,A0A142I5B9,dnja1_human,A0A142I5B9,DNAJA1,ZIKVK,human,association;,1,0
P04578,Q92598,p04578-pro_0000038427,hs105_human,env,HSPH1,hv1h2,human,association;,2,1
P88993,P02675,p88993_mhv68,fibb_human,BKLF1,FGB,mhv68,human,physical association;,1,0
P06792,Q9UM00,ve5_hpv18,tmco1_human,E5,TMCO1,hpv18,human,association;,1,1
P29882,P53618,cep1_ebvb9,copb_human,cep1_ebvb9,COPB1,ebvb9,human,physical association;,1,0
P0C6X7,Q9GZN8,p0c6x7-pro_0000037312,ct027_human,rep,C20orf27,sars-cov,human,physical association;,1,0
P03227,P15622,dnbi_ebvb9,zn250_human,DBP,ZNF250,ebvb9,human,physical association;,1,1
Q6QDQ4,P67809,q6qdq4_prrsv,ybox1_human,N,YBX1,prrsv,human,association;,1,0
P06461,P28300,P06461,lyox_human,P06461,LOX,hpv6b,human,association;,1,1
A0A142I5B9,O15523,A0A142I5B9,ddx3y_human,A0A142I5B9,DDX3Y,ZIKVK,human,association;,1,0
P52584,P35968,vegfh_orfn2,vgfr2_human,vegfh_orfn2,KDR,orfn2,human,direct interaction;,1,0
P0DTC8,Q96F46,P0DTC8,i17ra_human,P0DTC8,IL17RA,SARS-CoV-2,human,association;,1,0
P06422,Q16236,ve2_hpv08,nf2l2_human,E2,NFE2L2,hpv08,human,physical association;,1,1
P0CK56,Q8NC54,ul92_ebvb9,kct2_human,ul92_ebvb9,KCT2,ebvb9,human,association;,1,0
P0C739,P25445,bnl2a_ebvb9,tnr6_human,bnl2a_ebvb9,FAS,ebvb9,human,association;,1,0
P06428,Q06210,ve6_hpv08,gfpt1_human,E6,GFPT1,hpv08,human,association;,1,0
P03118,Q9Y2S7,ve2_hpv1,pdip2_human,E2,POLDIP2,hpv1a,human,physical association;,2,0
P06463,P62191,ve6_hpv18,prs4_human,E6,PSMC1,hpv18,human,association;,2,1
Q2PJP0,P15822,q2pjp0_9infa,zep1_human,NS1,HIVEP1,h5n1)-1,human,physical association;,1,0
O14641,P0DOF4,dvl2_human,m1_i72a2,DVL2,M,human,i72a2,physical association;,1,0
C5E526,Q9Y2X9,c5e526_9infa,zn281_human,PB1,ZNF281,A/New York/1682/2009(H1N1),human,association;,3,0
Q2Q067,Q9HD26,q2q067_9dela,gopc_human,HBZ,GOPC,humt-,human,physical association;,2,0
C5E522,Q14690,c5e522_9infa,rrp5_human,NP,PDCD11,A/New York/1682/2009(H1N1),human,association;,2,0
P0DTD1,O75506,p0dtd1-pro_0000449630,hsbp1_human,rep,HSBP1,SARS-CoV-2,human,association;,1,0
P69901,P55036,P69901,psmd4_human,P69901,PSMD4,hpv11,human,association;,1,0
Q9WPI5,P43243,q9wpi5_9infa,matr3_human,NS1,MATR3,influenza a virus (a/texas/36/1991(h1n1)),human,association;,1,0
P03185,Q9UEW3,nec2_ebvb9,marco_human,NEC2,MARCO,ebvb9,human,physical association;,1,0
P03427,O60884,pb2_i33a0,dnja2_human,PB2,DNAJA2,i33a0,human,association;,1,0
A7KAX9,Q9WMX2,rhg32_human,Q9WMX2,ARHGAP32,Q9WMX2,human,hcvco,physical association;,2,0
P09992,P40227,ncap_lycva,tcpz_human,N,CCT6A,lcmv,human,association;,1,1
P06792,Q8NHG7,ve5_hpv18,svip_human,E5,SVIP,hpv18,human,association;,1,1
P0C739,P05161,bnl2a_ebvb9,isg15_human,bnl2a_ebvb9,ISG15,ebvb9,human,association;,1,0
P0C739,P51798,bnl2a_ebvb9,clcn7_human,bnl2a_ebvb9,CLCN7,ebvb9,human,association;,1,0
Q9WMX2,O14681,Q9WMX2,ei24_human,Q9WMX2,EI24,hcvco,human,association;,1,0
P03177,O60716,kith_ebvb9,ctnd1_human,TK,CTNND1,ebvb9,human,association;,1,0
Q69117,P14868,q69117_ebvg,sydc_human,BFRF1A,DARS1,ebvg,human,association;,1,0
P06792,Q8TC12,ve5_hpv18,rdh11_human,E5,RDH11,hpv18,human,association;,1,1
P03466,Q96I59,ncap_i34a1,synm_human,NP,NARS2,i34a1,human,association;,4,0
P03120,O14735,ve2_hpv16,cdipt_human,E2,CDIPT,hpv16,human,physical association;,1,0
Q05322,Q00325,vp24_ebozm,mpcp_human,VP24,SLC25A3,ebozm,human,association;,1,0
P0CK58,O75688,balf1_ebvb9,ppm1b_human,balf1_ebvb9,PPM1B,ebvb9,human,association;,1,0
P03431,Q12840,rdrp_i34a1,kif5a_human,PB1,KIF5A,i34a1,human,association;,2,0
P24830,P16144,ve2_hpv39,itb4_human,E2,ITGB4,Human papillomavirus type 39,human,physical association;,1,1
P03407,P12931,nef_hv1a2,src_human,nef,SRC,hv1a2,human,physical association;,2,0
P06792,Q9UJ14,ve5_hpv18,ggt7_human,E5,GGT7,hpv18,human,association;,1,0
P0CK56,P17858,ul92_ebvb9,pfkal_human,ul92_ebvb9,PFKL,ebvb9,human,association;,1,0
P19712,P15880,P19712,rs2_human,P19712,RPS2,CSFV,human,association;,1,1
P14335,Q6NSJ2,P14335,phlb3_human,P14335,PHLDB3,strain mrm61c,human,physical association;,1,1
Q08AM6,P03508,vac14_human,nep_i34a1,VAC14,NS,human,i34a1,physical association;,1,0
Q1K9H5,Q9NNW5,q1k9h5_i33a0,wdr6_human,PB1,WDR6,i33a0,human,association;,3,0
A0A142I5B9,Q9Y291,A0A142I5B9,rt33_human,A0A142I5B9,MRPS33,ZIKVK,human,association;,1,0
P06927,Q96FQ6,ve5_hpv16,s10ag_human,E5,S100A16,hpv16,human,association;,1,1
P03139-1,O75843,P03139-1,ap1g2_human,P03139-1,AP1G2,hbvd1,human,direct interaction;,6,0
P06927,P60468,ve5_hpv16,sc61b_human,E5,SEC61B,hpv16,human,association;,1,1
P03427,Q9NXZ2,pb2_i33a0,ddx43_human,PB2,DDX43,i33a0,human,association;,1,0
A0A142I5B9,O75746,A0A142I5B9,cmc1_human,A0A142I5B9,SLC25A12,ZIKVK,human,association;,1,0
P03179,Q8IXI1,mtp_ebvb9,miro2_human,mtp_ebvb9,RHOT2,ebvb9,human,association;,1,0
Q6PF18,P06429,morn3_human,ve7_hpv33,MORN3,E7,human,hpv33,physical association;,1,0
P06460,Q8NBN3,P06460,tm87a_human,P06460,TMEM87A,hpv6b,human,association;,1,1
P04578,O15234,p04578-pro_0000038427,casc3_human,env,CASC3,hv1h2,human,association;,1,0
Q76SF8,Q9NTJ5,q76sf8_hhv8,sac1_human,ORF74,SACM1L,hhv8,human,association;,1,0
I6TAH8,Q13895,i6tah8_i68a0,byst_human,NP,BYSL,i68a0,human,association;,1,0
Q9WMX2,O94813,Q9WMX2,slit2_human,Q9WMX2,SLIT2,hcvco,human,physical association;,2,4
P06422,O00308,ve2_hpv08,wwp2_human,E2,WWP2,hpv08,human,physical association;,1,1
P06921,Q9Y244,ve2_hpv05,pomp_human,E2,POMP,hpv05,human,physical association;,1,1
P0DTD1,P11233,p0dtd1-pro_0000449625,rala_human,rep,RALA,SARS-CoV-2,human,association;,1,0
P0C6X7,A9UHW6,p0c6x7-pro_0000037314,mi4gd_human,rep,MIF4GD,sars-cov,human,physical association;,2,0
P03427,Q7Z419,pb2_i33a0,r144b_human,PB2,RNF144B,i33a0,human,association;,1,0
P05919,Q969Z0,vpu_hv1h2,fakd4_human,vpu,TBRG4,hv1h2,human,association;,2,0
C5E526,Q9P2F8,c5e526_9infa,si1l2_human,PB1,SIPA1L2,A/New York/1682/2009(H1N1),human,association;,2,0
P04114,P27958,apob_human,P27958,APOB,P27958,human,hcvh,physical association;,1,0
P0DOE9,O75489,ns1_hrsva,ndus3_human,1C,NDUFS3,hrsva,human,association;,1,0
O14641,P03431,dvl2_human,rdrp_i34a1,DVL2,PB1,human,i34a1,physical association;,1,2
P27958,O76003,P27958,glrx3_human,P27958,GLRX3,hcvh,human,association;,1,0
Q07021,P08563,c1qbp_human,p08563-pro_0000041302,C1QBP,p110,human,rubvm,physical association;,1,0
Q9WMX2,Q6N075,Q9WMX2,mfsd5_human,Q9WMX2,MFSD5,hcvco,human,physical association;,1,0
P0DTD1,P61011,p0dtd1-pro_0000449626,srp54_human,rep,SRP54,SARS-CoV-2,human,association;,1,0
P04296,Q9UKL0,dnbi_hhv11,rcor1_human,DBP,RCOR1,hhv11,human,association;,1,0
P03182,Q8NC51,ear_ebvb9,pairb_human,ear_ebvb9,SERBP1,ebvb9,human,association;,1,0
P06493,Q99IB8,cdk1_human,Q99IB8,CDK1,Q99IB8,human,hcvjf,physical association;,1,2
P03182,Q7Z434,ear_ebvb9,mavs_human,ear_ebvb9,MAVS,ebvb9,human,association;,1,0
Q77M19,Q969F1,q77m19_measw,tf3c6_human,P,GTF3C6,measw,human,association;,1,0
Q13177,Q5PP90,pak2_human,q5pp90_9alph,PAK2,US3(L),human,pseudorabies virus,phosphorylation reaction;direct interaction;,2,0
P03427,O00267,pb2_i33a0,spt5h_human,PB2,SUPT5H,i33a0,human,association;,1,0
P69901,Q7Z7M0,P69901,megf8_human,P69901,MEGF8,hpv11,human,association;,2,0
Q77M19,P45880,q77m19_measw,vdac2_human,P,VDAC2,measw,human,association;,1,0
I6T1Z2,Q9UKA4,i6t1z2_i68a0,aka11_human,NS1,AKAP11,i68a0,human,association;,1,0
P0DTC8,Q14152,P0DTC8,eif3a_human,P0DTC8,EIF3A,SARS-CoV-2,human,association;,1,0
P03466,P82933,ncap_i34a1,rt09_human,NP,MRPS9,i34a1,human,association;,3,0
P09992,P49368,ncap_lycva,tcpg_human,N,CCT3,lcmv,human,association;,1,1
I6T1Z2,O75419,i6t1z2_i68a0,cdc45_human,NS1,CDC45,i68a0,human,association;,4,0
B4URF7,P17612,b4urf7_i33a0,kapca_human,PB2,PRKACA,i33a0,human,association;,2,0
Q98143,Q9UL63,q98143_hhv8,mkln1_human,ORF21,MKLN1,hhv8,human,association;,1,0
P04591,Q96I59,p04591-pro_0000038593,synm_human,gag,NARS2,hv1h2,human,association;,2,0
P0CK56,P09619,ul92_ebvb9,pgfrb_human,ul92_ebvb9,PDGFRB,ebvb9,human,association;,1,0
Q6VGT1,P41182,q6vgt1_ade05,bcl6_human,E4,BCL6,ade05,human,physical association;,1,0
P06921,P31274,ve2_hpv05,hxc9_human,E2,HOXC9,hpv05,human,physical association;,1,0
P06792,P48060,ve5_hpv18,glip1_human,E5,GLIPR1,hpv18,human,association;,1,0
Q13625,P29991,aspp2_human,P29991,TP53BP2,P29991,human,den27,physical association;,1,0
P06460,Q9NQC3,P06460,rtn4_human,P06460,RTN4,hpv6b,human,association;,1,1
P04578,Q15005,p04578-pro_0000038428,spcs2_human,env,SPCS2,hv1h2,human,association;,1,0
Q99IB8,P49257,Q99IB8,lman1_human,Q99IB8,LMAN1,hcvjf,human,association;,1,1
B4URF7,Q92542,b4urf7_i33a0,nica_human,PB2,NCSTN,i33a0,human,association;,1,0
P06460,Q15858,P06460,scn9a_human,P06460,SCN9A,hpv6b,human,association;,1,1
Q0A2H0,Q9Y6X2,ns1_i59a0,pias3_human,NS,PIAS3,strain a/chicken/scotland/1959 h5n1,human,physical association;,1,1
F5HE15,Q9H0M0,f5he15_hhv8,wwp1_human,ORF17.5,WWP1,hhv8,human,association;,1,0
E7ELX2,Q8N960,E7ELX2,ce120_human,E7ELX2,CEP120,recombinant hepatitis c virus j6/jfh1(ed43-ns5a),human,association;,1,0
A0A142I5B9,P62854,A0A142I5B9,rs26_human,A0A142I5B9,RPS26,ZIKVK,human,association;,1,0
P0DTC2,P47756,spike_sars2-1,capzb_human,S,CAPZB,SARS-CoV-2,human,association;,1,0
Q2MG95,P51571,q2mg95_ebvb9,ssrd_human,BVLF1,SSR4,ebvb9,human,association;,1,0
Q9DHW0,P01375,q9dhw0_yldv,tnfa_human,2L,TNF,yldv,human,direct interaction;,2,0
P42574,P17382,casp3_human,ve1_hpv31,CASP3,E1,human,hpv31,direct interaction;,1,0
O14773,E5LBV4,tpp1_human,e5lbv4_hhv8,TPP1,ORF31,human,hhv8,physical association;,2,0
Q6P2H3,Q9WMX2,cep85_human,Q9WMX2,CEP85,Q9WMX2,human,hcvco,physical association;,1,2
Q5EP28,P82650,q5ep28_9infa,rt22_human,NP,MRPS22,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
P0DTD1,P35251,p0dtd1-pro_0000449632,rfc1_human,rep,RFC1,SARS-CoV-2,human,association;,3,0
P69901,P33897,P69901,abcd1_human,P69901,ABCD1,hpv11,human,association;,1,0
Q2MG95,O15260,q2mg95_ebvb9,surf4_human,BVLF1,SURF4,ebvb9,human,association;,1,0
P0CK49,O95831,teg7_ebvb9,aifm1_human,teg7_ebvb9,AIFM1,ebvb9,human,association;,1,0
P04578,O14656,p04578-pro_0000038427,tor1a_human,env,TOR1A,hv1h2,human,association;,1,1
P0DTD1,P27348,p0dtd1-pro_0000449626,1433t_human,rep,YWHAQ,SARS-CoV-2,human,association;,2,0
Q77M19,Q96CS3,q77m19_measw,faf2_human,P,FAF2,measw,human,association;,1,0
Q71U36,P0CK53,tba1a_human,cep2_ebvb9,TUBA1A,cep2_ebvb9,human,ebvb9,physical association;,1,0
P06428,P47897,ve6_hpv08,syq_human,E6,QARS1,hpv08,human,physical association;,1,1
P03431,Q9UL15,rdrp_i34a1,bag5_human,PB1,BAG5,i34a1,human,association;,1,0
Q69119,P49908,Q69119,sepp1_human,Q69119,SELENOP,ebvg,human,physical association;,1,0
Q13155,P69258,aimp2_human,nep_i72a2,AIMP2,NS,human,i72a2,physical association;,1,0
P03466,Q96E29,ncap_i34a1,mtef3_human,NP,MTERF3,i34a1,human,association;,1,0
P06927,Q9HBA0,ve5_hpv16,trpv4_human,E5,TRPV4,hpv16,human,association;,1,1
B4URF7,O43251,b4urf7_i33a0,rfox2_human,PB2,RBFOX2,i33a0,human,association;,1,0
P03116,O75928,ve1_bpv1,pias2_human,E1,PIAS2,bpv1,human,physical association;,1,2
B4URF7,Q8NI08,b4urf7_i33a0,ncoa7_human,PB2,NCOA7,i33a0,human,physical association;,1,0
P69901,P02794,P69901,frih_human,P69901,FTH1,hpv11,human,association;,1,0
P04578,Q9H0U3,p04578-pro_0000038427,magt1_human,env,MAGT1,hv1h2,human,association;,1,1
P03428,Q86X55,pb2_i34a1,carm1_human,PB2,CARM1,i34a1,human,association;,2,0
O41957,P14625,o41957_mhv68,enpl_human,40,HSP90B1,mhv68,human,physical association;,1,0
P06461,Q02978,P06461,m2om_human,P06461,SLC25A11,hpv6b,human,association;,1,1
P03427,B7ZM21,pb2_i33a0,b7zm21_human,PB2,ZFP2,i33a0,human,association;,1,0
F5HFL9,P62310,f5hfl9_hhv8,lsm3_human,K4,LSM3,hhv8,human,association;,1,0
Q1K9H2,P52292,q1k9h2_i33a0,ima1_human,NP,KPNA2,i33a0,human,association;,4,0
P06932,O00560,ve7_hpv05,sdcb1_human,E7,SDCBP,hpv05,human,physical association;,1,1
Q9Q2G4,Q9UMS0,q9q2g4_9hiv1,nfu1_human,ORF,NFU1,9hiv1,human,association;physical association;,3,0
P03122,P21675,ve2_bpv1,taf1_human,E2,TAF1,bpv1,human,direct interaction;,1,1
P03427,Q8NE79,pb2_i33a0,popd1_human,PB2,BVES,i33a0,human,association;,1,0
P04487,P62910,rnb_hhv11,rl32_human,US11,RPL32,hhv11,human,association;,1,0
P12888,O15217,ung_ebvb9,gsta4_human,UNG,GSTA4,ebvb9,human,physical association;,1,0
Q68CP9,Q88489,arid2_human,Q88489,ARID2,Q88489,human,tick-borne encephalitis virus,physical association;,1,1
P03428,Q5SRD1,pb2_i34a1,ti23b_human,PB2,TIMM23B,i34a1,human,association;,3,0
Q1K9H2,O60812,q1k9h2_i33a0,hnrc1_human,NP,HNRNPCL1,i33a0,human,association;,4,0
P06461,A0FGR8,P06461,esyt2_human,P06461,ESYT2,hpv6b,human,association;,1,0
P06927,Q8NEW0,ve5_hpv16,znt7_human,E5,SLC30A7,hpv16,human,association;,1,1
P0DTD2,O14745,orf9b_sars2,nhrf1_human,ORF-9b,SLC9A3R1,SARS-CoV-2,human,association;,1,0
